run_id,kind,weight_type,rng_seed,n,edges,seed_frac,seed_count,theta_mean,theta_sd,max_steps,final_adoption,steps_to_converge,xi_1,xi_2,xi_3,xi_inf
263,random,uniform,265409,100,233,0.03,3,0.45,0.1,50,0.06,2,0.68,0.22,0.01,0.0
264,random,uniform,266418,100,250,0.03,3,0.45,0.1,50,0.05,1,0.71,0.18,0.0,0.0
265,random,uniform,267427,100,192,0.03,3,0.45,0.1,50,0.08,1,0.66,0.23,0.02,0.01
266,random,uniform,268436,100,265,0.03,3,0.45,0.1,50,0.04,1,0.64,0.16,0.03,0.0
267,random,uniform,269445,100,227,0.03,3,0.45,0.1,50,0.04,1,0.68,0.21,0.02,0.0
268,random,uniform,270454,100,259,0.03,3,0.45,0.1,50,0.05,1,0.63,0.12,0.01,0.0
269,random,uniform,271463,100,282,0.03,3,0.45,0.1,50,0.05,1,0.68,0.15,0.02,0.02
270,random,uniform,272472,100,242,0.03,3,0.45,0.1,50,0.04,1,0.7,0.22,0.03,0.01
271,random,uniform,273481,100,245,0.03,3,0.45,0.1,50,0.04,1,0.69,0.22,0.03,0.02
272,random,uniform,274490,100,234,0.03,3,0.45,0.1,50,0.06,1,0.68,0.19,0.0,0.0
273,random,uniform,275499,100,217,0.03,3,0.45,0.1,50,0.04,1,0.75,0.35,0.09,0.01
274,random,uniform,276508,100,264,0.03,3,0.45,0.1,50,0.05,1,0.64,0.13,0.02,0.01
275,random,uniform,277517,100,256,0.03,3,0.45,0.1,50,0.05,1,0.68,0.17,0.01,0.0
276,random,uniform,278526,100,266,0.03,3,0.45,0.1,50,0.04,1,0.64,0.11,0.0,0.0
277,random,uniform,279535,100,243,0.03,3,0.45,0.1,50,0.08,2,0.64,0.14,0.03,0.03
278,random,uniform,280544,100,237,0.03,3,0.45,0.1,50,0.08,2,0.64,0.13,0.0,0.0
279,random,uniform,281553,100,245,0.03,3,0.45,0.1,50,0.11,3,0.61,0.16,0.01,0.01
280,random,uniform,282562,100,244,0.03,3,0.45,0.1,50,0.05,2,0.69,0.15,0.01,0.01
281,random,uniform,283571,100,242,0.03,3,0.45,0.1,50,0.04,1,0.74,0.26,0.03,0.01
282,random,uniform,284580,100,269,0.03,3,0.45,0.1,50,0.08,3,0.6,0.08,0.01,0.01
283,random,uniform,285589,100,252,0.03,3,0.45,0.1,50,0.08,3,0.62,0.16,0.02,0.02
284,random,uniform,286598,100,233,0.03,3,0.45,0.1,50,0.07,2,0.65,0.14,0.03,0.01
285,random,uniform,287607,100,260,0.03,3,0.45,0.1,50,0.04,1,0.7,0.14,0.01,0.01
286,random,uniform,288616,100,259,0.03,3,0.45,0.1,50,0.04,1,0.67,0.18,0.01,0.0
287,random,uniform,289625,100,261,0.03,3,0.45,0.1,50,0.04,1,0.68,0.18,0.0,0.0
288,random,uniform,290634,100,237,0.03,3,0.45,0.1,50,0.05,1,0.68,0.2,0.0,0.0
289,random,uniform,291643,100,245,0.03,3,0.45,0.1,50,0.04,1,0.71,0.25,0.05,0.01
290,random,uniform,292652,100,241,0.03,3,0.45,0.1,50,0.06,2,0.71,0.24,0.01,0.0
291,random,uniform,293661,100,272,0.03,3,0.45,0.1,50,0.04,1,0.71,0.21,0.0,0.0
292,random,uniform,294670,100,237,0.03,3,0.45,0.1,50,0.05,1,0.67,0.19,0.02,0.0
293,random,uniform,295679,100,258,0.03,3,0.45,0.1,50,0.08,2,0.65,0.05,0.02,0.02
294,random,uniform,296688,100,233,0.03,3,0.45,0.1,50,0.06,1,0.67,0.17,0.01,0.01
295,random,uniform,297697,100,253,0.03,3,0.45,0.1,50,0.09,2,0.6,0.11,0.01,0.01
296,random,uniform,298706,100,235,0.03,3,0.45,0.1,50,0.05,1,0.73,0.28,0.04,0.01
297,random,uniform,299715,100,258,0.03,3,0.45,0.1,50,0.04,1,0.7,0.17,0.02,0.0
298,random,uniform,300724,100,238,0.03,3,0.45,0.1,50,0.05,1,0.68,0.23,0.0,0.0
299,random,uniform,301733,100,231,0.03,3,0.45,0.1,50,0.08,1,0.7,0.2,0.03,0.0
300,random,uniform,302742,100,257,0.03,3,0.45,0.1,50,0.04,1,0.72,0.14,0.0,0.0
301,random,uniform,303751,100,238,0.03,3,0.45,0.1,50,0.05,1,0.74,0.27,0.01,0.0
302,random,uniform,304760,100,268,0.03,3,0.45,0.1,50,0.06,2,0.67,0.12,0.01,0.0
303,random,uniform,305769,100,249,0.03,3,0.45,0.1,50,0.04,1,0.7,0.22,0.0,0.0
304,random,uniform,306778,100,227,0.03,3,0.45,0.1,50,0.05,1,0.7,0.16,0.02,0.01
305,random,uniform,307787,100,218,0.03,3,0.45,0.1,50,0.09,2,0.66,0.2,0.0,0.0
306,random,uniform,308796,100,239,0.03,3,0.45,0.1,50,0.03,0,0.72,0.2,0.02,0.0
307,random,uniform,309805,100,253,0.03,3,0.45,0.1,50,0.05,1,0.69,0.13,0.02,0.01
308,random,uniform,310814,100,232,0.03,3,0.45,0.1,50,0.09,2,0.71,0.34,0.03,0.0
309,random,uniform,311823,100,244,0.03,3,0.45,0.1,50,0.05,1,0.68,0.15,0.02,0.02
310,random,uniform,312832,100,212,0.03,3,0.45,0.1,50,0.04,1,0.72,0.25,0.04,0.03
311,random,uniform,313841,100,242,0.03,3,0.45,0.1,50,0.07,1,0.63,0.13,0.01,0.0
312,random,uniform,314850,100,248,0.03,3,0.45,0.1,50,0.08,2,0.61,0.15,0.01,0.01
313,random,uniform,315859,100,245,0.03,3,0.45,0.1,50,0.04,1,0.7,0.23,0.02,0.0
314,random,uniform,316868,100,243,0.03,3,0.45,0.1,50,0.06,2,0.62,0.12,0.01,0.0
315,random,uniform,317877,100,219,0.03,3,0.45,0.1,50,0.06,1,0.75,0.37,0.09,0.0
316,random,uniform,318886,100,255,0.03,3,0.45,0.1,50,0.04,1,0.66,0.1,0.0,0.0
317,random,uniform,319895,100,239,0.03,3,0.45,0.1,50,0.06,2,0.7,0.26,0.0,0.0
318,random,uniform,320904,100,240,0.03,3,0.45,0.1,50,0.08,4,0.61,0.08,0.0,0.0
319,random,uniform,321913,100,256,0.03,3,0.45,0.1,50,0.03,0,0.7,0.21,0.04,0.01
320,random,uniform,322922,100,239,0.03,3,0.45,0.1,50,0.09,3,0.64,0.1,0.01,0.01
321,random,uniform,323931,100,240,0.03,3,0.45,0.1,50,0.14,4,0.5,0.08,0.0,0.0
322,random,uniform,324940,100,270,0.03,3,0.45,0.1,50,0.05,1,0.66,0.12,0.01,0.0
323,random,uniform,325949,100,264,0.03,3,0.45,0.1,50,0.03,0,0.71,0.19,0.0,0.0
324,random,uniform,326958,100,217,0.03,3,0.45,0.1,50,0.03,0,0.75,0.27,0.03,0.0
325,random,uniform,327967,100,225,0.03,3,0.45,0.1,50,0.06,2,0.67,0.2,0.03,0.03
326,random,uniform,328976,100,236,0.03,3,0.45,0.1,50,0.05,1,0.67,0.14,0.02,0.01
327,random,uniform,329985,100,242,0.03,3,0.45,0.1,50,0.07,1,0.66,0.13,0.01,0.01
328,random,uniform,330994,100,256,0.03,3,0.45,0.1,50,0.09,2,0.64,0.14,0.03,0.0
329,random,uniform,332003,100,253,0.03,3,0.45,0.1,50,0.03,0,0.69,0.23,0.04,0.03
330,random,uniform,333012,100,253,0.03,3,0.45,0.1,50,0.04,1,0.7,0.17,0.0,0.0
331,random,uniform,334021,100,248,0.03,3,0.45,0.1,50,0.06,2,0.67,0.19,0.05,0.0
332,random,uniform,335030,100,224,0.03,3,0.45,0.1,50,0.05,1,0.63,0.15,0.03,0.01
333,random,uniform,336039,100,234,0.03,3,0.45,0.1,50,0.08,3,0.66,0.1,0.0,0.0
334,random,uniform,337048,100,259,0.03,3,0.45,0.1,50,0.04,1,0.68,0.16,0.0,0.0
335,random,uniform,338057,100,257,0.03,3,0.45,0.1,50,0.04,1,0.66,0.07,0.0,0.0
336,random,uniform,339066,100,277,0.03,3,0.45,0.1,50,0.06,1,0.64,0.09,0.01,0.0
337,random,uniform,340075,100,208,0.03,3,0.45,0.1,50,0.06,1,0.68,0.27,0.04,0.0
338,random,uniform,341084,100,253,0.03,3,0.45,0.1,50,0.03,0,0.7,0.2,0.02,0.0
339,random,uniform,342093,100,255,0.03,3,0.45,0.1,50,0.05,1,0.67,0.14,0.0,0.0
340,random,uniform,343102,100,223,0.03,3,0.45,0.1,50,0.07,2,0.62,0.11,0.02,0.01
341,random,uniform,344111,100,281,0.03,3,0.45,0.1,50,0.06,1,0.61,0.13,0.01,0.0
342,random,uniform,345120,100,233,0.03,3,0.45,0.1,50,0.03,0,0.71,0.19,0.02,0.0
343,random,uniform,346129,100,214,0.03,3,0.45,0.1,50,0.08,1,0.67,0.26,0.04,0.0
344,random,uniform,347138,100,264,0.03,3,0.45,0.1,50,0.03,0,0.67,0.16,0.03,0.03
345,random,uniform,348147,100,271,0.03,3,0.45,0.1,50,0.04,1,0.67,0.11,0.0,0.0
346,random,uniform,349156,100,255,0.03,3,0.45,0.1,50,0.06,1,0.65,0.13,0.02,0.02
347,random,uniform,350165,100,256,0.03,3,0.45,0.1,50,0.04,1,0.71,0.23,0.02,0.0
348,random,uniform,351174,100,251,0.03,3,0.45,0.1,50,0.06,1,0.59,0.11,0.0,0.0
349,random,uniform,352183,100,239,0.03,3,0.45,0.1,50,0.06,1,0.7,0.21,0.01,0.0
350,random,uniform,353192,100,253,0.03,3,0.45,0.1,50,0.04,1,0.72,0.2,0.02,0.0
351,random,uniform,354201,100,256,0.03,3,0.45,0.1,50,0.04,1,0.73,0.27,0.03,0.0
352,random,uniform,355210,100,257,0.03,3,0.45,0.1,50,0.05,1,0.7,0.23,0.01,0.0
353,random,uniform,356219,100,232,0.03,3,0.45,0.1,50,0.08,2,0.66,0.25,0.04,0.01
354,random,uniform,357228,100,240,0.03,3,0.45,0.1,50,0.06,1,0.67,0.17,0.02,0.0
355,random,uniform,358237,100,271,0.03,3,0.45,0.1,50,0.08,3,0.59,0.12,0.01,0.0
356,random,uniform,359246,100,248,0.03,3,0.45,0.1,50,0.05,1,0.66,0.16,0.02,0.01
357,random,uniform,360255,100,265,0.03,3,0.45,0.1,50,0.04,1,0.71,0.18,0.01,0.01
358,random,uniform,361264,100,228,0.03,3,0.45,0.1,50,0.06,2,0.66,0.2,0.04,0.01
359,random,uniform,362273,100,249,0.03,3,0.45,0.1,50,0.06,1,0.71,0.22,0.03,0.02
360,random,uniform,363282,100,242,0.03,3,0.45,0.1,50,0.08,1,0.63,0.16,0.02,0.01
361,random,uniform,364291,100,265,0.03,3,0.45,0.1,50,0.08,3,0.62,0.14,0.03,0.0
362,random,uniform,365300,100,229,0.03,3,0.45,0.1,50,0.07,3,0.67,0.17,0.02,0.01
363,random,uniform,366309,100,252,0.03,3,0.45,0.1,50,0.05,1,0.64,0.13,0.01,0.01
364,random,uniform,367318,100,241,0.03,3,0.45,0.1,50,0.05,1,0.63,0.09,0.0,0.0
365,random,uniform,368327,100,278,0.03,3,0.45,0.1,50,0.07,1,0.66,0.17,0.02,0.0
366,random,uniform,369336,100,271,0.03,3,0.45,0.1,50,0.05,1,0.64,0.1,0.0,0.0
367,random,uniform,370345,100,229,0.03,3,0.45,0.1,50,0.07,1,0.64,0.16,0.02,0.02
368,random,uniform,371354,100,243,0.03,3,0.45,0.1,50,0.08,2,0.65,0.18,0.01,0.01
369,random,uniform,372363,100,243,0.03,3,0.45,0.1,50,0.06,2,0.71,0.27,0.03,0.0
370,random,uniform,373372,100,278,0.03,3,0.45,0.1,50,0.04,1,0.64,0.12,0.01,0.01
371,random,uniform,374381,100,227,0.03,3,0.45,0.1,50,0.04,1,0.7,0.23,0.04,0.01
372,random,uniform,375390,100,245,0.03,3,0.45,0.1,50,0.05,1,0.7,0.18,0.02,0.01
373,random,uniform,376399,100,237,0.03,3,0.45,0.1,50,0.06,1,0.69,0.18,0.01,0.0
374,random,uniform,377408,100,243,0.03,3,0.45,0.1,50,0.07,2,0.62,0.16,0.0,0.0
375,random,uniform,378417,100,265,0.03,3,0.45,0.1,50,0.06,2,0.66,0.12,0.01,0.0
376,random,uniform,379426,100,234,0.03,3,0.45,0.1,50,0.07,1,0.65,0.18,0.02,0.0
377,random,uniform,380435,100,248,0.03,3,0.45,0.1,50,0.07,2,0.65,0.13,0.01,0.0
378,random,uniform,381444,100,227,0.03,3,0.45,0.1,50,0.06,1,0.68,0.17,0.02,0.01
379,random,uniform,382453,100,254,0.03,3,0.45,0.1,50,0.05,1,0.69,0.18,0.01,0.01
380,random,uniform,383462,100,239,0.03,3,0.45,0.1,50,0.05,1,0.66,0.15,0.01,0.01
381,random,uniform,384471,100,248,0.03,3,0.45,0.1,50,0.04,1,0.68,0.12,0.0,0.0
382,random,uniform,385480,100,244,0.03,3,0.45,0.1,50,0.07,1,0.7,0.17,0.01,0.01
383,random,uniform,386489,100,236,0.03,3,0.45,0.1,50,0.06,2,0.66,0.17,0.03,0.02
384,random,uniform,387498,100,264,0.03,3,0.45,0.1,50,0.03,0,0.7,0.18,0.03,0.0
385,random,uniform,388507,100,264,0.03,3,0.45,0.1,50,0.03,0,0.65,0.14,0.01,0.01
386,random,uniform,389516,100,254,0.03,3,0.45,0.1,50,0.06,1,0.64,0.12,0.0,0.0
387,random,uniform,390525,100,274,0.03,3,0.45,0.1,50,0.06,1,0.68,0.18,0.01,0.01
388,random,uniform,391534,100,257,0.03,3,0.45,0.1,50,0.05,1,0.66,0.19,0.02,0.02
389,random,uniform,392543,100,263,0.03,3,0.45,0.1,50,0.1,3,0.56,0.05,0.01,0.01
390,random,uniform,393552,100,229,0.03,3,0.45,0.1,50,0.07,1,0.63,0.14,0.01,0.0
391,random,uniform,394561,100,239,0.03,3,0.45,0.1,50,0.04,1,0.69,0.19,0.02,0.01
392,random,uniform,395570,100,248,0.03,3,0.45,0.1,50,0.05,1,0.67,0.1,0.01,0.01
393,random,uniform,396579,100,269,0.03,3,0.45,0.1,50,0.05,1,0.7,0.16,0.02,0.0
394,random,uniform,397588,100,254,0.03,3,0.45,0.1,50,0.04,1,0.72,0.18,0.04,0.01
395,random,uniform,398597,100,261,0.03,3,0.45,0.1,50,0.07,2,0.61,0.08,0.02,0.02
396,random,uniform,399606,100,226,0.03,3,0.45,0.1,50,0.04,1,0.75,0.3,0.04,0.02
397,random,uniform,400615,100,254,0.03,3,0.45,0.1,50,0.07,1,0.66,0.13,0.0,0.0
398,random,uniform,401624,100,246,0.03,3,0.45,0.1,50,0.05,1,0.72,0.25,0.02,0.02
399,random,uniform,402633,100,260,0.03,3,0.45,0.1,50,0.04,1,0.69,0.18,0.0,0.0
400,random,uniform,403642,100,239,0.03,3,0.45,0.1,50,0.07,1,0.68,0.24,0.02,0.01
401,random,uniform,404651,100,235,0.03,3,0.45,0.1,50,0.03,0,0.7,0.17,0.01,0.0
402,random,uniform,405660,100,244,0.03,3,0.45,0.1,50,0.05,1,0.69,0.22,0.04,0.02
403,random,uniform,406669,100,237,0.03,3,0.45,0.1,50,0.03,0,0.71,0.24,0.04,0.02
404,random,uniform,407678,100,264,0.03,3,0.45,0.1,50,0.05,1,0.66,0.11,0.0,0.0
405,random,uniform,408687,100,239,0.03,3,0.45,0.1,50,0.05,1,0.73,0.29,0.02,0.01
406,random,uniform,409696,100,237,0.03,3,0.45,0.1,50,0.06,1,0.62,0.12,0.0,0.0
407,random,uniform,410705,100,240,0.03,3,0.45,0.1,50,0.09,2,0.66,0.21,0.0,0.0
408,random,uniform,411714,100,265,0.03,3,0.45,0.1,50,0.05,1,0.66,0.18,0.03,0.0
409,random,uniform,412723,100,238,0.03,3,0.45,0.1,50,0.05,2,0.72,0.25,0.02,0.01
410,random,uniform,413732,100,234,0.03,3,0.45,0.1,50,0.09,2,0.67,0.19,0.01,0.0
411,random,uniform,414741,100,252,0.03,3,0.45,0.1,50,0.03,0,0.72,0.26,0.02,0.01
412,random,uniform,415750,100,269,0.03,3,0.45,0.1,50,0.04,1,0.69,0.15,0.0,0.0
413,random,uniform,416759,100,256,0.03,3,0.45,0.1,50,0.04,1,0.72,0.21,0.03,0.01
414,random,uniform,417768,100,247,0.03,3,0.45,0.1,50,0.04,1,0.7,0.12,0.0,0.0
415,random,uniform,418777,100,255,0.03,3,0.45,0.1,50,0.1,3,0.59,0.11,0.03,0.03
416,random,uniform,419786,100,243,0.03,3,0.45,0.1,50,0.04,1,0.68,0.21,0.01,0.0
417,random,uniform,420795,100,240,0.03,3,0.45,0.1,50,0.06,1,0.66,0.16,0.01,0.0
418,random,uniform,421804,100,235,0.03,3,0.45,0.1,50,0.05,1,0.7,0.19,0.01,0.01
419,random,uniform,422813,100,268,0.03,3,0.45,0.1,50,0.1,2,0.55,0.07,0.0,0.0
420,random,uniform,423822,100,225,0.03,3,0.45,0.1,50,0.07,1,0.69,0.22,0.02,0.01
421,random,uniform,424831,100,231,0.03,3,0.45,0.1,50,0.08,2,0.67,0.23,0.01,0.0
422,random,uniform,425840,100,255,0.03,3,0.45,0.1,50,0.06,1,0.68,0.12,0.0,0.0
423,random,uniform,426849,100,224,0.03,3,0.45,0.1,50,0.05,1,0.72,0.25,0.06,0.01
424,random,uniform,427858,100,241,0.03,3,0.45,0.1,50,0.04,1,0.7,0.23,0.01,0.0
425,random,uniform,428867,100,266,0.03,3,0.45,0.1,50,0.03,0,0.71,0.17,0.01,0.0
426,random,uniform,429876,100,264,0.03,3,0.45,0.1,50,0.08,3,0.59,0.09,0.01,0.0
427,random,uniform,430885,100,239,0.03,3,0.45,0.1,50,0.06,2,0.64,0.11,0.0,0.0
428,random,uniform,431894,100,264,0.03,3,0.45,0.1,50,0.05,1,0.67,0.18,0.02,0.0
429,random,uniform,432903,100,249,0.03,3,0.45,0.1,50,0.03,0,0.69,0.22,0.02,0.0
430,random,uniform,433912,100,254,0.03,3,0.45,0.1,50,0.06,1,0.66,0.17,0.02,0.02
431,random,uniform,434921,100,253,0.03,3,0.45,0.1,50,0.03,0,0.74,0.19,0.0,0.0
432,random,uniform,435930,100,255,0.03,3,0.45,0.1,50,0.04,1,0.69,0.22,0.03,0.01
433,random,uniform,436939,100,253,0.03,3,0.45,0.1,50,0.06,2,0.66,0.15,0.0,0.0
434,random,uniform,437948,100,259,0.03,3,0.45,0.1,50,0.05,1,0.65,0.16,0.03,0.0
435,random,uniform,438957,100,236,0.03,3,0.45,0.1,50,0.07,1,0.67,0.24,0.01,0.0
436,random,uniform,439966,100,239,0.03,3,0.45,0.1,50,0.05,1,0.68,0.13,0.02,0.02
437,random,uniform,440975,100,243,0.03,3,0.45,0.1,50,0.07,1,0.67,0.13,0.0,0.0
438,random,uniform,441984,100,254,0.03,3,0.45,0.1,50,0.04,1,0.71,0.16,0.01,0.0
439,random,uniform,442993,100,250,0.03,3,0.45,0.1,50,0.06,1,0.61,0.09,0.01,0.0
440,random,uniform,444002,100,242,0.03,3,0.45,0.1,50,0.04,1,0.7,0.21,0.01,0.0
441,random,uniform,445011,100,240,0.03,3,0.45,0.1,50,0.04,1,0.65,0.1,0.0,0.0
442,random,uniform,446020,100,248,0.03,3,0.45,0.1,50,0.04,1,0.67,0.13,0.02,0.01
443,random,uniform,447029,100,226,0.03,3,0.45,0.1,50,0.05,1,0.74,0.25,0.01,0.0
444,random,uniform,448038,100,248,0.03,3,0.45,0.1,50,0.05,1,0.73,0.28,0.03,0.0
445,random,uniform,449047,100,257,0.03,3,0.45,0.1,50,0.04,1,0.69,0.15,0.02,0.02
446,random,uniform,450056,100,266,0.03,3,0.45,0.1,50,0.03,0,0.72,0.18,0.0,0.0
447,random,uniform,451065,100,268,0.03,3,0.45,0.1,50,0.05,1,0.65,0.08,0.02,0.02
448,random,uniform,452074,100,253,0.03,3,0.45,0.1,50,0.05,1,0.68,0.21,0.04,0.01
449,random,uniform,453083,100,253,0.03,3,0.45,0.1,50,0.03,0,0.72,0.27,0.04,0.0
450,random,uniform,454092,100,232,0.03,3,0.45,0.1,50,0.06,3,0.69,0.21,0.04,0.01
451,random,uniform,455101,100,231,0.03,3,0.45,0.1,50,0.12,2,0.61,0.11,0.0,0.0
452,random,uniform,456110,100,255,0.03,3,0.45,0.1,50,0.05,1,0.69,0.12,0.0,0.0
453,random,uniform,457119,100,248,0.03,3,0.45,0.1,50,0.03,0,0.69,0.25,0.03,0.03
454,random,uniform,458128,100,238,0.03,3,0.45,0.1,50,0.04,1,0.74,0.23,0.02,0.01
455,random,uniform,459137,100,257,0.03,3,0.45,0.1,50,0.05,1,0.66,0.13,0.0,0.0
456,random,uniform,460146,100,235,0.03,3,0.45,0.1,50,0.05,1,0.73,0.25,0.04,0.02
457,random,uniform,461155,100,250,0.03,3,0.45,0.1,50,0.05,1,0.69,0.18,0.01,0.0
458,random,uniform,462164,100,264,0.03,3,0.45,0.1,50,0.04,1,0.66,0.11,0.01,0.0
459,random,uniform,463173,100,242,0.03,3,0.45,0.1,50,0.06,1,0.7,0.21,0.03,0.01
460,random,uniform,464182,100,223,0.03,3,0.45,0.1,50,0.06,1,0.67,0.18,0.03,0.01
461,random,uniform,465191,100,231,0.03,3,0.45,0.1,50,0.04,1,0.71,0.25,0.03,0.0
462,random,uniform,466200,100,262,0.03,3,0.45,0.1,50,0.05,2,0.69,0.22,0.02,0.02
463,random,uniform,467209,100,234,0.03,3,0.45,0.1,50,0.03,0,0.73,0.23,0.02,0.01
464,random,uniform,468218,100,244,0.03,3,0.45,0.1,50,0.06,1,0.65,0.15,0.02,0.01
465,random,uniform,469227,100,237,0.03,3,0.45,0.1,50,0.07,2,0.65,0.18,0.02,0.01
466,random,uniform,470236,100,244,0.03,3,0.45,0.1,50,0.03,0,0.71,0.21,0.01,0.0
467,random,uniform,471245,100,240,0.03,3,0.45,0.1,50,0.06,1,0.69,0.23,0.01,0.0
468,random,uniform,472254,100,262,0.03,3,0.45,0.1,50,0.04,1,0.65,0.15,0.01,0.01
469,random,uniform,473263,100,242,0.03,3,0.45,0.1,50,0.1,2,0.61,0.15,0.02,0.01
470,random,uniform,474272,100,225,0.03,3,0.45,0.1,50,0.1,3,0.67,0.22,0.03,0.01
471,random,uniform,475281,100,232,0.03,3,0.45,0.1,50,0.04,1,0.69,0.2,0.01,0.0
472,random,uniform,476290,100,260,0.03,3,0.45,0.1,50,0.04,1,0.69,0.18,0.01,0.0
473,random,uniform,477299,100,262,0.03,3,0.45,0.1,50,0.04,1,0.64,0.08,0.01,0.01
474,random,uniform,478308,100,259,0.03,3,0.45,0.1,50,0.06,2,0.65,0.1,0.0,0.0
475,random,uniform,479317,100,233,0.03,3,0.45,0.1,50,0.08,1,0.69,0.2,0.03,0.02
476,random,uniform,480326,100,235,0.03,3,0.45,0.1,50,0.12,4,0.54,0.07,0.02,0.02
477,random,uniform,481335,100,233,0.03,3,0.45,0.1,50,0.09,3,0.68,0.16,0.01,0.01
478,random,uniform,482344,100,239,0.03,3,0.45,0.1,50,0.05,1,0.7,0.19,0.01,0.01
479,random,uniform,483353,100,230,0.03,3,0.45,0.1,50,0.09,2,0.67,0.18,0.02,0.0
480,random,uniform,484362,100,229,0.03,3,0.45,0.1,50,0.08,2,0.73,0.25,0.04,0.01
481,random,uniform,485371,100,232,0.03,3,0.45,0.1,50,0.06,1,0.74,0.32,0.07,0.01
482,random,uniform,486380,100,261,0.03,3,0.45,0.1,50,0.06,2,0.66,0.14,0.01,0.01
483,random,uniform,487389,100,211,0.03,3,0.45,0.1,50,0.1,3,0.63,0.19,0.01,0.01
484,random,uniform,488398,100,241,0.03,3,0.45,0.1,50,0.08,3,0.65,0.15,0.0,0.0
485,random,uniform,489407,100,232,0.03,3,0.45,0.1,50,0.07,1,0.65,0.15,0.01,0.01
486,random,uniform,490416,100,240,0.03,3,0.45,0.1,50,0.06,2,0.65,0.16,0.02,0.01
487,random,uniform,491425,100,265,0.03,3,0.45,0.1,50,0.04,1,0.66,0.11,0.01,0.0
488,random,uniform,492434,100,242,0.03,3,0.45,0.1,50,0.07,2,0.71,0.23,0.01,0.0
489,random,uniform,493443,100,244,0.03,3,0.45,0.1,50,0.04,1,0.68,0.16,0.0,0.0
490,random,uniform,494452,100,241,0.03,3,0.45,0.1,50,0.06,3,0.66,0.14,0.0,0.0
491,random,uniform,495461,100,231,0.03,3,0.45,0.1,50,0.04,1,0.69,0.24,0.04,0.01
492,random,uniform,496470,100,232,0.03,3,0.45,0.1,50,0.06,2,0.63,0.14,0.02,0.02
493,random,uniform,497479,100,256,0.03,3,0.45,0.1,50,0.04,1,0.72,0.18,0.0,0.0
494,random,uniform,498488,100,231,0.03,3,0.45,0.1,50,0.08,2,0.65,0.18,0.02,0.01
495,random,uniform,499497,100,246,0.03,3,0.45,0.1,50,0.08,1,0.62,0.12,0.0,0.0
496,random,uniform,500506,100,249,0.03,3,0.45,0.1,50,0.07,1,0.64,0.17,0.01,0.01
497,random,uniform,501515,100,265,0.03,3,0.45,0.1,50,0.03,0,0.65,0.13,0.02,0.0
498,random,uniform,502524,100,224,0.03,3,0.45,0.1,50,0.07,2,0.66,0.14,0.02,0.01
499,random,uniform,503533,100,235,0.03,3,0.45,0.1,50,0.04,1,0.71,0.21,0.02,0.0
500,random,uniform,504542,100,219,0.03,3,0.45,0.1,50,0.05,1,0.69,0.22,0.02,0.01
501,random,uniform,505551,100,264,0.03,3,0.45,0.1,50,0.06,2,0.68,0.19,0.03,0.0
502,random,uniform,506560,100,249,0.03,3,0.45,0.1,50,0.05,2,0.66,0.19,0.02,0.02
503,random,uniform,507569,100,249,0.03,3,0.45,0.1,50,0.09,2,0.64,0.16,0.02,0.01
504,random,uniform,508578,100,228,0.03,3,0.45,0.1,50,0.04,1,0.74,0.28,0.02,0.01
505,random,uniform,509587,100,254,0.03,3,0.45,0.1,50,0.03,0,0.72,0.15,0.0,0.0
506,random,uniform,510596,100,231,0.03,3,0.45,0.1,50,0.03,0,0.71,0.25,0.03,0.0
507,random,uniform,511605,100,249,0.03,3,0.45,0.1,50,0.07,1,0.63,0.12,0.03,0.03
508,random,uniform,512614,100,252,0.03,3,0.45,0.1,50,0.09,3,0.56,0.08,0.01,0.01
509,random,uniform,513623,100,246,0.03,3,0.45,0.1,50,0.06,2,0.72,0.24,0.01,0.0
510,random,uniform,514632,100,244,0.03,3,0.45,0.1,50,0.04,1,0.7,0.16,0.0,0.0
511,random,uniform,515641,100,229,0.03,3,0.45,0.1,50,0.03,0,0.7,0.22,0.01,0.0
512,random,uniform,516650,100,234,0.03,3,0.45,0.1,50,0.1,3,0.63,0.2,0.02,0.0
513,random,uniform,517659,100,261,0.03,3,0.45,0.1,50,0.05,1,0.7,0.21,0.04,0.03
514,random,uniform,518668,100,256,0.03,3,0.45,0.1,50,0.03,0,0.68,0.13,0.0,0.0
515,random,uniform,519677,100,238,0.03,3,0.45,0.1,50,0.05,1,0.68,0.16,0.01,0.0
516,random,uniform,520686,100,248,0.03,3,0.45,0.1,50,0.05,1,0.67,0.14,0.0,0.0
517,random,uniform,521695,100,247,0.03,3,0.45,0.1,50,0.11,2,0.59,0.08,0.0,0.0
518,random,uniform,522704,100,259,0.03,3,0.45,0.1,50,0.03,0,0.73,0.19,0.0,0.0
519,random,uniform,523713,100,237,0.03,3,0.45,0.1,50,0.05,1,0.71,0.26,0.03,0.01
520,random,uniform,524722,100,251,0.03,3,0.45,0.1,50,0.06,2,0.64,0.14,0.0,0.0
521,random,uniform,525731,100,265,0.03,3,0.45,0.1,50,0.07,2,0.66,0.17,0.01,0.01
522,random,uniform,526740,100,287,0.03,3,0.45,0.1,50,0.06,2,0.63,0.09,0.0,0.0
523,random,uniform,527749,100,255,0.03,3,0.45,0.1,50,0.07,2,0.65,0.15,0.01,0.01
524,random,uniform,528758,100,241,0.03,3,0.45,0.1,50,0.08,1,0.64,0.15,0.0,0.0
